candidate_id,job_id,role,candidate_skills,recruiter_skills,recruiter_priority_list,recruiter_skill_weights,experience_years
c092,j033,operations associate,ops|embedded,ops|embedded|networking|docker,docker|ops|embedded|networking,"{""docker"": 5, ""ops"": 4, ""embedded"": 3, ""networking"": 2}",4
c177,j074,financial analyst,android|support|node|c|ios|prototyping|ux research|crm,prototyping|docker|finance|ios|crm|accounting,crm|docker|finance|prototyping|accounting|ios,"{""crm"": 5, ""docker"": 4, ""finance"": 3, ""prototyping"": 2, ""accounting"": 1, ""ios"": 1}",8
c108,j015,mobile developer,firewall|android|marketing|git|react|ml|finance|accounting,support|teamwork|embedded,support|teamwork|embedded,"{""support"": 5, ""teamwork"": 4, ""embedded"": 3}",4
c029,j100,data scientist,sql|python|node|docker,figma|sql|docker,figma|docker|sql,"{""figma"": 5, ""docker"": 4, ""sql"": 3}",12
c117,j136,devops engineer,c|prototyping|seo|excel|ops,ops|excel,excel|ops,"{""excel"": 5, ""ops"": 4}",7
c055,j040,financial analyst,docker|react,crm|react|ios|docker,react|ios|crm|docker,"{""react"": 5, ""ios"": 4, ""crm"": 3, ""docker"": 2}",9
c060,j056,data scientist,crm|android|docker,marketing|networking|linux,linux|marketing|networking,"{""linux"": 5, ""marketing"": 4, ""networking"": 3}",1
c020,j100,data analyst,c|sql|support,c|sql|ml|support|embedded,support|ml|embedded|sql|c,"{""support"": 5, ""ml"": 4, ""embedded"": 3, ""sql"": 2, ""c"": 1}",3
c167,j050,operations associate,finance|excel|java|crm,java|crm|excel|marketing,excel|marketing|java|crm,"{""excel"": 5, ""marketing"": 4, ""java"": 3, ""crm"": 2}",8
c034,j143,cybersecurity analyst,excel|figma|security|sales|docker,finance|ios|communication|java|sql|git,finance|sql|communication|java|git|ios,"{""finance"": 5, ""sql"": 4, ""communication"": 3, ""java"": 2, ""git"": 1, ""ios"": 1}",4
c180,j060,software engineer,android|ux research|sales|python,python|sales|android,android|python|sales,"{""android"": 5, ""python"": 4, ""sales"": 3}",5
c072,j188,devops engineer,firewall|security|sql|teamwork,teamwork|security|firewall,security|firewall|teamwork,"{""security"": 5, ""firewall"": 4, ""teamwork"": 3}",10
c197,j112,mobile developer,firewall|ios,ios|firewall|teamwork|ops,firewall|ios|ops|teamwork,"{""firewall"": 5, ""ios"": 4, ""ops"": 3, ""teamwork"": 2}",11
c102,j062,data analyst,sales|linux|python|react|ux research|finance,react|sql,sql|react,"{""sql"": 5, ""react"": 4}",3
c152,j036,mobile developer,figma|android|embedded,android|embedded|figma,figma|embedded|android,"{""figma"": 5, ""embedded"": 4, ""android"": 3}",7
c181,j195,marketing analyst,teamwork|c|embedded|node|sql,ml|python|crm|sql,python|ml|sql|crm,"{""python"": 5, ""ml"": 4, ""sql"": 3, ""crm"": 2}",5
c088,j139,embedded engineer,java|excel|firewall|docker,cloud|sales|figma|python|ml|support,cloud|support|ml|sales|python|figma,"{""cloud"": 5, ""support"": 4, ""ml"": 3, ""sales"": 2, ""python"": 1, ""figma"": 1}",8
c120,j128,financial analyst,ml|support|ops|security|ios|communication|git|sql,sql|ops|react|support|communication,react|communication|support|sql|ops,"{""react"": 5, ""communication"": 4, ""support"": 3, ""sql"": 2, ""ops"": 1}",8
c008,j156,embedded engineer,networking|communication|figma|excel|firewall|ml,linux|java|ios|docker|node|embedded,linux|ios|java|embedded|node|docker,"{""linux"": 5, ""ios"": 4, ""java"": 3, ""embedded"": 2, ""node"": 1, ""docker"": 1}",5
c198,j129,network engineer,finance|java|react,java|figma|finance|c|react|security,figma|c|finance|security|java|react,"{""figma"": 5, ""c"": 4, ""finance"": 3, ""security"": 2, ""java"": 1, ""react"": 1}",2
c092,j102,data analyst,c|excel|android|marketing|communication,excel|android,excel|android,"{""excel"": 5, ""android"": 4}",3
c074,j163,UI/UX designer,node|teamwork|support|c|sql|marketing|crm|android,seo|crm|firewall|linux,linux|crm|seo|firewall,"{""linux"": 5, ""crm"": 4, ""seo"": 3, ""firewall"": 2}",9
c190,j006,data analyst,android|ios|ops|linux|git,firewall|seo,seo|firewall,"{""seo"": 5, ""firewall"": 4}",9
c171,j147,marketing analyst,android|communication|python|accounting|prototyping,communication|android|accounting|support,communication|accounting|android|support,"{""communication"": 5, ""accounting"": 4, ""android"": 3, ""support"": 2}",10
c073,j016,embedded engineer,git|cloud|marketing|finance|firewall|docker|accounting|linux,cloud|marketing|accounting|linux|docker|ux research,accounting|ux research|linux|docker|cloud|marketing,"{""accounting"": 5, ""ux research"": 4, ""linux"": 3, ""docker"": 2, ""cloud"": 1, ""marketing"": 1}",12
c010,j152,data scientist,embedded|linux,finance|embedded|linux,embedded|linux|finance,"{""embedded"": 5, ""linux"": 4, ""finance"": 3}",8
c067,j184,embedded engineer,finance|ops|firewall|marketing,cloud|communication|sql|docker,docker|sql|communication|cloud,"{""docker"": 5, ""sql"": 4, ""communication"": 3, ""cloud"": 2}",12
c017,j142,product manager,java|prototyping|support,ux research|sql|react|marketing,react|marketing|ux research|sql,"{""react"": 5, ""marketing"": 4, ""ux research"": 3, ""sql"": 2}",2
c054,j122,software engineer,ux research|android|cloud,linux|marketing|cloud|ux research|c|android,c|cloud|marketing|ux research|linux|android,"{""c"": 5, ""cloud"": 4, ""marketing"": 3, ""ux research"": 2, ""linux"": 1, ""android"": 1}",3
c195,j097,cybersecurity analyst,ops|marketing|crm|teamwork|sql|ios|finance,docker|networking|firewall,networking|firewall|docker,"{""networking"": 5, ""firewall"": 4, ""docker"": 3}",2
c135,j045,embedded engineer,sales|ios|crm|seo|node,ops|android|ios|seo,ios|seo|ops|android,"{""ios"": 5, ""seo"": 4, ""ops"": 3, ""android"": 2}",0
c011,j033,network engineer,firewall|accounting|finance|sales|git,seo|docker|linux|ml|ux research|node,seo|ml|node|docker|linux|ux research,"{""seo"": 5, ""ml"": 4, ""node"": 3, ""docker"": 2, ""linux"": 1, ""ux research"": 1}",10
c162,j051,UI/UX designer,prototyping|teamwork|sql|networking|docker|ops|sales,cloud|excel|marketing|communication|docker|c,cloud|communication|c|excel|docker|marketing,"{""cloud"": 5, ""communication"": 4, ""c"": 3, ""excel"": 2, ""docker"": 1, ""marketing"": 1}",11
c123,j139,data analyst,c|teamwork|finance|accounting|marketing|prototyping|android,marketing|prototyping|c,marketing|c|prototyping,"{""marketing"": 5, ""c"": 4, ""prototyping"": 3}",11
c081,j156,financial analyst,prototyping|linux|c|communication|sql,communication|linux|prototyping|sql|finance|c,sql|c|communication|finance|prototyping|linux,"{""sql"": 5, ""c"": 4, ""communication"": 3, ""finance"": 2, ""prototyping"": 1, ""linux"": 1}",9
c159,j131,data analyst,embedded|figma|communication,communication|networking|figma|embedded,networking|figma|embedded|communication,"{""networking"": 5, ""figma"": 4, ""embedded"": 3, ""communication"": 2}",0
c014,j194,customer support,excel|ops|finance|networking|security|cloud,accounting|sql|ux research,ux research|accounting|sql,"{""ux research"": 5, ""accounting"": 4, ""sql"": 3}",1
c034,j189,cybersecurity analyst,marketing|communication|node|sales|sql|accounting,sales|accounting|marketing|node|sql|python,python|node|accounting|sales|sql|marketing,"{""python"": 5, ""node"": 4, ""accounting"": 3, ""sales"": 2, ""sql"": 1, ""marketing"": 1}",5
c009,j051,mobile developer,prototyping|security|communication,seo|linux,linux|seo,"{""linux"": 5, ""seo"": 4}",12
c061,j150,devops engineer,ml|seo|figma|teamwork|networking|node,teamwork|networking,networking|teamwork,"{""networking"": 5, ""teamwork"": 4}",10
c018,j150,embedded engineer,docker|linux|marketing|ops|sql|accounting,linux|embedded|sql|ops|accounting|docker,ops|sql|docker|accounting|embedded|linux,"{""ops"": 5, ""sql"": 4, ""docker"": 3, ""accounting"": 2, ""embedded"": 1, ""linux"": 1}",7
c190,j094,customer support,ux research|java|android|prototyping|ios|marketing|git|react,marketing|react|git|crm|java,marketing|react|java|git|crm,"{""marketing"": 5, ""react"": 4, ""java"": 3, ""git"": 2, ""crm"": 1}",11
c128,j095,cybersecurity analyst,seo|marketing|c|finance|embedded,c|marketing,c|marketing,"{""c"": 5, ""marketing"": 4}",4
c163,j113,embedded engineer,ops|crm,embedded|ux research,embedded|ux research,"{""embedded"": 5, ""ux research"": 4}",3
c052,j019,cybersecurity analyst,cloud|excel|c|sql|java|git|seo,cloud|git|c,git|cloud|c,"{""git"": 5, ""cloud"": 4, ""c"": 3}",0
c027,j035,devops engineer,sales|git|react|support,marketing|react|support,support|marketing|react,"{""support"": 5, ""marketing"": 4, ""react"": 3}",7
c105,j064,software engineer,excel|ml|sql,android|excel|sql|python|react|ml,ml|sql|excel|android|react|python,"{""ml"": 5, ""sql"": 4, ""excel"": 3, ""android"": 2, ""react"": 1, ""python"": 1}",10
c012,j084,data scientist,ops|security|seo|python|ml|excel|marketing|node,node|embedded|security|git|sql,git|sql|node|security|embedded,"{""git"": 5, ""sql"": 4, ""node"": 3, ""security"": 2, ""embedded"": 1}",9
c060,j035,software engineer,accounting|figma|linux|python|sql|java,accounting|python,accounting|python,"{""accounting"": 5, ""python"": 4}",7
c138,j169,HR coordinator,marketing|android|support|ios|react|seo|c,c|figma|communication,c|communication|figma,"{""c"": 5, ""communication"": 4, ""figma"": 3}",3
c069,j069,product manager,ml|sales|marketing|ux research|support|java|linux,java|marketing|docker|ux research,marketing|java|docker|ux research,"{""marketing"": 5, ""java"": 4, ""docker"": 3, ""ux research"": 2}",10
c029,j159,HR coordinator,crm|teamwork|firewall,marketing|firewall|c|android|crm|teamwork,c|marketing|crm|teamwork|android|firewall,"{""c"": 5, ""marketing"": 4, ""crm"": 3, ""teamwork"": 2, ""android"": 1, ""firewall"": 1}",10
c109,j014,marketing analyst,ux research|c|android|python,python|ux research,python|ux research,"{""python"": 5, ""ux research"": 4}",7
c105,j125,data analyst,ops|sql|cloud|figma|accounting|ml|linux|ux research,ux research|accounting|ops|figma,figma|ux research|ops|accounting,"{""figma"": 5, ""ux research"": 4, ""ops"": 3, ""accounting"": 2}",3
c114,j058,customer support,security|networking|android|figma,figma|networking|android|accounting|security,networking|accounting|android|security|figma,"{""networking"": 5, ""accounting"": 4, ""android"": 3, ""security"": 2, ""figma"": 1}",8
c126,j179,product manager,accounting|prototyping|ux research|communication|seo|git|node|ml,react|teamwork|ops|cloud,cloud|ops|react|teamwork,"{""cloud"": 5, ""ops"": 4, ""react"": 3, ""teamwork"": 2}",11
c018,j162,product manager,embedded|communication|android,crm|networking|marketing|teamwork|support,crm|teamwork|networking|marketing|support,"{""crm"": 5, ""teamwork"": 4, ""networking"": 3, ""marketing"": 2, ""support"": 1}",5
c023,j094,cybersecurity analyst,ml|java|seo|sales|ios,ml|seo|ios|sales|android,ml|seo|android|ios|sales,"{""ml"": 5, ""seo"": 4, ""android"": 3, ""ios"": 2, ""sales"": 1}",0
c169,j013,mobile developer,excel|sales|docker|linux|git|firewall,marketing|sql|ux research,marketing|sql|ux research,"{""marketing"": 5, ""sql"": 4, ""ux research"": 3}",4
c139,j197,devops engineer,linux|firewall|prototyping|python|docker|c,finance|python|linux|c,python|linux|c|finance,"{""python"": 5, ""linux"": 4, ""c"": 3, ""finance"": 2}",10
c159,j189,devops engineer,react|sql|excel|seo|java,seo|java|accounting|excel,seo|excel|accounting|java,"{""seo"": 5, ""excel"": 4, ""accounting"": 3, ""java"": 2}",9
c158,j127,UI/UX designer,figma|accounting|excel|java,crm|figma|excel|java|accounting|sql,java|accounting|figma|excel|sql|crm,"{""java"": 5, ""accounting"": 4, ""figma"": 3, ""excel"": 2, ""sql"": 1, ""crm"": 1}",4
c037,j006,data scientist,sales|support,git|ml|docker,git|docker|ml,"{""git"": 5, ""docker"": 4, ""ml"": 3}",10
c152,j061,cybersecurity analyst,firewall|ux research,ux research|linux|c|firewall|figma|communication,figma|c|communication|linux|firewall|ux research,"{""figma"": 5, ""c"": 4, ""communication"": 3, ""linux"": 2, ""firewall"": 1, ""ux research"": 1}",4
c188,j041,software engineer,ios|git|security|android|support,ios|support|security|marketing|android|git,ios|marketing|support|git|android|security,"{""ios"": 5, ""marketing"": 4, ""support"": 3, ""git"": 2, ""android"": 1, ""security"": 1}",9
c096,j020,marketing analyst,seo|python|embedded|communication,embedded|communication,embedded|communication,"{""embedded"": 5, ""communication"": 4}",10
c084,j074,UI/UX designer,marketing|networking|java,marketing|java|networking,java|marketing|networking,"{""java"": 5, ""marketing"": 4, ""networking"": 3}",8
c062,j135,cybersecurity analyst,crm|seo|accounting|sql,sql|accounting|crm,sql|accounting|crm,"{""sql"": 5, ""accounting"": 4, ""crm"": 3}",8
c041,j005,product manager,sales|embedded,java|react|marketing|seo|cloud,cloud|react|marketing|seo|java,"{""cloud"": 5, ""react"": 4, ""marketing"": 3, ""seo"": 2, ""java"": 1}",5
c106,j170,customer support,react|teamwork|linux|communication|excel|security,react|communication,react|communication,"{""react"": 5, ""communication"": 4}",9
c115,j017,cybersecurity analyst,android|ops|git|sales,figma|android|finance|git|networking|ops,finance|git|figma|ops|networking|android,"{""finance"": 5, ""git"": 4, ""figma"": 3, ""ops"": 2, ""networking"": 1, ""android"": 1}",11
c182,j187,operations associate,marketing|finance,marketing|git,marketing|git,"{""marketing"": 5, ""git"": 4}",9
c126,j163,financial analyst,firewall|c|crm|networking|teamwork|ops|ios|cloud,ml|excel,excel|ml,"{""excel"": 5, ""ml"": 4}",11
c135,j079,product manager,security|marketing|linux|firewall|embedded,marketing|embedded,marketing|embedded,"{""marketing"": 5, ""embedded"": 4}",8
c005,j006,data scientist,sales|finance|ios,networking|python|finance|excel|react|android,react|finance|networking|android|python|excel,"{""react"": 5, ""finance"": 4, ""networking"": 3, ""android"": 2, ""python"": 1, ""excel"": 1}",3
c059,j079,operations associate,networking|embedded|accounting|c|excel|marketing|support|docker,ml|ops|teamwork|linux|crm,linux|crm|ops|ml|teamwork,"{""linux"": 5, ""crm"": 4, ""ops"": 3, ""ml"": 2, ""teamwork"": 1}",2
c010,j154,customer support,crm|docker|firewall,docker|crm|firewall,docker|crm|firewall,"{""docker"": 5, ""crm"": 4, ""firewall"": 3}",12
c070,j161,software engineer,accounting|node|figma|seo|ios|docker|embedded|java,ios|marketing|seo|docker,ios|docker|marketing|seo,"{""ios"": 5, ""docker"": 4, ""marketing"": 3, ""seo"": 2}",1
c188,j169,UI/UX designer,networking|ops|finance|ux research|ios|git|python|teamwork,ios|ux research|git|teamwork|python|ops,ios|teamwork|git|python|ops|ux research,"{""ios"": 5, ""teamwork"": 4, ""git"": 3, ""python"": 2, ""ops"": 1, ""ux research"": 1}",9
c025,j150,mobile developer,prototyping|sql,figma|support|sales|linux,sales|figma|support|linux,"{""sales"": 5, ""figma"": 4, ""support"": 3, ""linux"": 2}",2
c192,j082,mobile developer,seo|embedded|ml|prototyping|firewall|docker,cloud|finance|crm|networking|marketing,cloud|networking|crm|marketing|finance,"{""cloud"": 5, ""networking"": 4, ""crm"": 3, ""marketing"": 2, ""finance"": 1}",3
c039,j018,software engineer,react|sql|firewall|linux|support,linux|react|sql|support,support|sql|linux|react,"{""support"": 5, ""sql"": 4, ""linux"": 3, ""react"": 2}",3
c089,j181,customer support,seo|node|excel|c|git|python|ops,c|prototyping|figma|networking|firewall|java,firewall|networking|prototyping|java|figma|c,"{""firewall"": 5, ""networking"": 4, ""prototyping"": 3, ""java"": 2, ""figma"": 1, ""c"": 1}",0
c012,j146,operations associate,git|firewall|communication|embedded|cloud|security|prototyping,firewall|prototyping|embedded|communication|security|cloud,firewall|embedded|prototyping|cloud|communication|security,"{""firewall"": 5, ""embedded"": 4, ""prototyping"": 3, ""cloud"": 2, ""communication"": 1, ""security"": 1}",12
c038,j162,operations associate,seo|marketing|react|git|node|java|teamwork,marketing|teamwork|figma,marketing|teamwork|figma,"{""marketing"": 5, ""teamwork"": 4, ""figma"": 3}",7
c125,j063,customer support,java|c,ux research|java|python|c|figma|prototyping,ux research|c|python|figma|prototyping|java,"{""ux research"": 5, ""c"": 4, ""python"": 3, ""figma"": 2, ""prototyping"": 1, ""java"": 1}",3
c077,j179,data analyst,networking|embedded|sql,networking|sql|c|embedded,c|embedded|networking|sql,"{""c"": 5, ""embedded"": 4, ""networking"": 3, ""sql"": 2}",11
c029,j176,devops engineer,embedded|security|finance|networking,teamwork|git|python|seo|linux,git|python|seo|linux|teamwork,"{""git"": 5, ""python"": 4, ""seo"": 3, ""linux"": 2, ""teamwork"": 1}",4
c052,j193,HR coordinator,prototyping|ops,ops|prototyping|communication|finance|sales,ops|finance|sales|prototyping|communication,"{""ops"": 5, ""finance"": 4, ""sales"": 3, ""prototyping"": 2, ""communication"": 1}",9
c162,j125,embedded engineer,sql|node,node|ux research|react|marketing|sql|security,sql|react|node|ux research|marketing|security,"{""sql"": 5, ""react"": 4, ""node"": 3, ""ux research"": 2, ""marketing"": 1, ""security"": 1}",8
c059,j112,customer support,react|sales|crm|ops|marketing,react|embedded|crm|ops,embedded|crm|ops|react,"{""embedded"": 5, ""crm"": 4, ""ops"": 3, ""react"": 2}",2
c177,j028,data analyst,embedded|sales|accounting|excel|java|communication,c|teamwork|finance|figma|ios|support,teamwork|c|finance|support|figma|ios,"{""teamwork"": 5, ""c"": 4, ""finance"": 3, ""support"": 2, ""figma"": 1, ""ios"": 1}",4
c058,j174,UI/UX designer,docker|excel|cloud|networking|communication|python|accounting,docker|figma|node,docker|node|figma,"{""docker"": 5, ""node"": 4, ""figma"": 3}",4
c145,j027,UI/UX designer,crm|python|sales|c,sales|python,sales|python,"{""sales"": 5, ""python"": 4}",2
c150,j134,devops engineer,excel|sales,marketing|java|communication|ops,java|communication|ops|marketing,"{""java"": 5, ""communication"": 4, ""ops"": 3, ""marketing"": 2}",4
c192,j185,devops engineer,sql|java|c|ios|excel|git|security,security|accounting,accounting|security,"{""accounting"": 5, ""security"": 4}",9
c142,j051,data scientist,android|teamwork|python|sql|git,crm|firewall,crm|firewall,"{""crm"": 5, ""firewall"": 4}",1
c180,j116,data scientist,figma|react|seo|security|cloud|support|crm,java|support|seo|cloud|crm,cloud|java|crm|seo|support,"{""cloud"": 5, ""java"": 4, ""crm"": 3, ""seo"": 2, ""support"": 1}",9
c004,j142,customer support,react|crm|ios|marketing|python|ops|linux,firewall|communication|networking|c|excel|finance,networking|communication|excel|finance|firewall|c,"{""networking"": 5, ""communication"": 4, ""excel"": 3, ""finance"": 2, ""firewall"": 1, ""c"": 1}",11
c052,j011,embedded engineer,node|firewall,git|firewall|ml|networking|ux research|node,git|ux research|ml|node|networking|firewall,"{""git"": 5, ""ux research"": 4, ""ml"": 3, ""node"": 2, ""networking"": 1, ""firewall"": 1}",7
c123,j161,cybersecurity analyst,java|docker|sql|ops|finance|marketing|firewall,docker|sql|finance|android,docker|sql|android|finance,"{""docker"": 5, ""sql"": 4, ""android"": 3, ""finance"": 2}",2
c053,j146,cybersecurity analyst,teamwork|c,marketing|c|java|android|teamwork,marketing|java|android|teamwork|c,"{""marketing"": 5, ""java"": 4, ""android"": 3, ""teamwork"": 2, ""c"": 1}",10
c189,j086,software engineer,ux research|crm|react|support|teamwork|security|java|linux,security|react|support|crm|teamwork,support|crm|security|react|teamwork,"{""support"": 5, ""crm"": 4, ""security"": 3, ""react"": 2, ""teamwork"": 1}",10
c197,j122,marketing analyst,linux|marketing|seo,linux|python|seo|marketing,marketing|python|linux|seo,"{""marketing"": 5, ""python"": 4, ""linux"": 3, ""seo"": 2}",3
c165,j059,HR coordinator,prototyping|communication|firewall|excel|ml|ios|java,ios|python|seo|communication|firewall,ios|python|communication|seo|firewall,"{""ios"": 5, ""python"": 4, ""communication"": 3, ""seo"": 2, ""firewall"": 1}",1
c016,j096,HR coordinator,figma|ux research|java|python|node|teamwork,python|teamwork|figma|java|excel,python|teamwork|java|excel|figma,"{""python"": 5, ""teamwork"": 4, ""java"": 3, ""excel"": 2, ""figma"": 1}",0
c172,j169,UI/UX designer,accounting|communication|linux|git|support,c|firewall|ios,firewall|c|ios,"{""firewall"": 5, ""c"": 4, ""ios"": 3}",10
c097,j039,embedded engineer,docker|finance,marketing|teamwork,marketing|teamwork,"{""marketing"": 5, ""teamwork"": 4}",9
c119,j094,customer support,networking|marketing|sales|embedded|linux,excel|java|node,node|java|excel,"{""node"": 5, ""java"": 4, ""excel"": 3}",8
c091,j042,financial analyst,seo|java|sql|python|security|crm,c|android|linux|finance|marketing,android|c|marketing|linux|finance,"{""android"": 5, ""c"": 4, ""marketing"": 3, ""linux"": 2, ""finance"": 1}",10
c190,j007,network engineer,accounting|node|support|security|ios,marketing|python,marketing|python,"{""marketing"": 5, ""python"": 4}",12
c158,j005,HR coordinator,embedded|figma,ml|embedded|finance|figma|communication|c,c|embedded|figma|communication|finance|ml,"{""c"": 5, ""embedded"": 4, ""figma"": 3, ""communication"": 2, ""finance"": 1, ""ml"": 1}",0
c067,j091,operations associate,ios|networking|accounting|support|linux|ux research,support|ios|git|accounting|sql|firewall,accounting|support|git|ios|firewall|sql,"{""accounting"": 5, ""support"": 4, ""git"": 3, ""ios"": 2, ""firewall"": 1, ""sql"": 1}",0
c182,j118,marketing analyst,teamwork|linux,linux|finance|teamwork,teamwork|finance|linux,"{""teamwork"": 5, ""finance"": 4, ""linux"": 3}",10
c044,j076,customer support,linux|react|cloud|security,security|linux|cloud|react|marketing,security|linux|marketing|react|cloud,"{""security"": 5, ""linux"": 4, ""marketing"": 3, ""react"": 2, ""cloud"": 1}",1
c074,j038,customer support,sales|teamwork|ml|android|git|seo|ios,ml|seo|ios|android|teamwork|support,teamwork|support|ios|seo|android|ml,"{""teamwork"": 5, ""support"": 4, ""ios"": 3, ""seo"": 2, ""android"": 1, ""ml"": 1}",0
c117,j181,product manager,communication|android|firewall|java|cloud,firewall|accounting|networking|teamwork,firewall|networking|accounting|teamwork,"{""firewall"": 5, ""networking"": 4, ""accounting"": 3, ""teamwork"": 2}",5
c089,j164,mobile developer,ux research|accounting|python|ios,accounting|ios|python|ux research,ux research|python|ios|accounting,"{""ux research"": 5, ""python"": 4, ""ios"": 3, ""accounting"": 2}",8
c003,j069,marketing analyst,linux|prototyping|networking,docker|teamwork,docker|teamwork,"{""docker"": 5, ""teamwork"": 4}",11
c140,j064,mobile developer,docker|linux|ux research|support|networking|firewall|c|crm,react|docker|c|figma|linux,docker|linux|react|c|figma,"{""docker"": 5, ""linux"": 4, ""react"": 3, ""c"": 2, ""figma"": 1}",9
c001,j052,mobile developer,crm|c|git|seo|firewall,docker|firewall|seo|git|c|crm,seo|crm|firewall|c|git|docker,"{""seo"": 5, ""crm"": 4, ""firewall"": 3, ""c"": 2, ""git"": 1, ""docker"": 1}",5
c127,j011,data analyst,ios|node|figma|git|ux research|firewall,node|firewall|git,firewall|node|git,"{""firewall"": 5, ""node"": 4, ""git"": 3}",2
c198,j008,marketing analyst,communication|excel,ios|security|cloud|docker|react|python,security|react|docker|cloud|python|ios,"{""security"": 5, ""react"": 4, ""docker"": 3, ""cloud"": 2, ""python"": 1, ""ios"": 1}",11
c018,j111,devops engineer,security|marketing,marketing|security,marketing|security,"{""marketing"": 5, ""security"": 4}",0
c001,j120,product manager,ux research|crm|ml|security|communication,security|ml,security|ml,"{""security"": 5, ""ml"": 4}",12
c099,j090,financial analyst,ios|ops|react|cloud,react|ios,react|ios,"{""react"": 5, ""ios"": 4}",0
c191,j074,HR coordinator,react|excel|java|crm|linux|ios|finance|git,finance|ios|react,finance|react|ios,"{""finance"": 5, ""react"": 4, ""ios"": 3}",4
c010,j113,network engineer,support|sql|teamwork|android|networking|figma|java,figma|java|android|support|teamwork|sql,sql|teamwork|support|figma|java|android,"{""sql"": 5, ""teamwork"": 4, ""support"": 3, ""figma"": 2, ""java"": 1, ""android"": 1}",1
c053,j114,cybersecurity analyst,crm|ml|linux|python|cloud,react|finance|figma|cloud|prototyping|crm,cloud|prototyping|figma|crm|finance|react,"{""cloud"": 5, ""prototyping"": 4, ""figma"": 3, ""crm"": 2, ""finance"": 1, ""react"": 1}",7
c152,j178,embedded engineer,sales|finance,sales|finance,sales|finance,"{""sales"": 5, ""finance"": 4}",7
c053,j136,financial analyst,sql|java|teamwork|ml|docker|linux|crm|ops,c|docker|seo|linux|node|networking,node|seo|docker|c|linux|networking,"{""node"": 5, ""seo"": 4, ""docker"": 3, ""c"": 2, ""linux"": 1, ""networking"": 1}",5
c094,j135,UI/UX designer,android|linux|cloud|sql|embedded,security|communication,security|communication,"{""security"": 5, ""communication"": 4}",5
c010,j030,cybersecurity analyst,excel|java|node|prototyping|networking,node|excel|prototyping,excel|node|prototyping,"{""excel"": 5, ""node"": 4, ""prototyping"": 3}",5
c046,j011,network engineer,excel|java|marketing|ml,prototyping|java,java|prototyping,"{""java"": 5, ""prototyping"": 4}",9
c162,j153,operations associate,java|excel|crm|node|git,marketing|teamwork,marketing|teamwork,"{""marketing"": 5, ""teamwork"": 4}",3
c103,j134,financial analyst,react|java|finance|ops|sql,node|communication|teamwork|cloud,communication|cloud|teamwork|node,"{""communication"": 5, ""cloud"": 4, ""teamwork"": 3, ""node"": 2}",7
c083,j174,marketing analyst,ux research|figma|sql|c|marketing,python|node,node|python,"{""node"": 5, ""python"": 4}",2
c050,j068,financial analyst,android|excel|communication,communication|firewall|excel|android,communication|android|excel|firewall,"{""communication"": 5, ""android"": 4, ""excel"": 3, ""firewall"": 2}",4
c171,j005,network engineer,cloud|security|teamwork|ops|embedded,python|cloud|prototyping,python|cloud|prototyping,"{""python"": 5, ""cloud"": 4, ""prototyping"": 3}",12
c177,j131,software engineer,android|finance|python|ux research|react|ops|teamwork|seo,android|finance|sql|ux research|python|seo,finance|ux research|python|seo|android|sql,"{""finance"": 5, ""ux research"": 4, ""python"": 3, ""seo"": 2, ""android"": 1, ""sql"": 1}",5
c177,j091,data scientist,node|ux research|linux|prototyping|figma|c,docker|python|ios|finance|ml|firewall,docker|finance|python|ios|ml|firewall,"{""docker"": 5, ""finance"": 4, ""python"": 3, ""ios"": 2, ""ml"": 1, ""firewall"": 1}",8
c119,j168,software engineer,excel|cloud|accounting|prototyping|ops,finance|excel|ops|accounting,ops|accounting|finance|excel,"{""ops"": 5, ""accounting"": 4, ""finance"": 3, ""excel"": 2}",5
c030,j046,network engineer,prototyping|c|communication|ux research|crm,communication|crm|prototyping|support|c,communication|c|prototyping|crm|support,"{""communication"": 5, ""c"": 4, ""prototyping"": 3, ""crm"": 2, ""support"": 1}",8
c095,j003,financial analyst,react|prototyping|cloud|c|communication|ios|security,ml|finance|figma|seo|ios,finance|ios|figma|ml|seo,"{""finance"": 5, ""ios"": 4, ""figma"": 3, ""ml"": 2, ""seo"": 1}",7
c003,j151,HR coordinator,marketing|ml|crm|git|sql|excel|ops|react,ml|crm,ml|crm,"{""ml"": 5, ""crm"": 4}",12
c012,j089,data analyst,marketing|ml|ops|linux|docker,java|prototyping|teamwork|finance,finance|prototyping|teamwork|java,"{""finance"": 5, ""prototyping"": 4, ""teamwork"": 3, ""java"": 2}",2
c106,j178,embedded engineer,support|figma|ops|excel|sales|ios|ml|java,ml|sales|react|support|ios|ops,ios|support|ml|react|sales|ops,"{""ios"": 5, ""support"": 4, ""ml"": 3, ""react"": 2, ""sales"": 1, ""ops"": 1}",10
c183,j050,software engineer,ux research|react|linux|android|teamwork|java,linux|android|cloud|react|teamwork|excel,excel|teamwork|react|android|cloud|linux,"{""excel"": 5, ""teamwork"": 4, ""react"": 3, ""android"": 2, ""cloud"": 1, ""linux"": 1}",3
c072,j090,software engineer,embedded|accounting|node|sql,ios|embedded|accounting|sql|node,sql|embedded|ios|accounting|node,"{""sql"": 5, ""embedded"": 4, ""ios"": 3, ""accounting"": 2, ""node"": 1}",1
c124,j129,embedded engineer,c|finance|react|support|marketing|docker,marketing|support|ux research|finance,support|ux research|finance|marketing,"{""support"": 5, ""ux research"": 4, ""finance"": 3, ""marketing"": 2}",12
